user_id,quality
0,0.41321246693121694
2,0.6013280836640212
3,0.8549074992651382
4,0.8924450231481482
5,0.22348146645021644
10,0.12465603773416273
11,0.5301323578042328
12,0.616411292989418
13,0.407566163003663
14,0.5187924520502646
15,0.18413920304232806
17,0.6828342363654863
20,0.5806687541335979
22,0.453411332149819
24,0.5017206396447468
25,0.8256264136904761
26,0.18703182870370372
28,0.374022266313933
30,0.8873819357421331
34,0.3450242546805047
35,0.8625887896825397
36,0.3015260353072853
37,0.26474210023515576
38,0.2902212174399674
39,0.7794130428791887
40,0.11014409722222222
41,0.8709569279100529
42,0.22734666320231794
43,0.09132319775132275
44,0.21065432098765433
45,0.0017495701058201061
46,0.0581468253968254
50,0.21527901785714285
51,0.20935001929012345
52,0.26701801215277776
55,0.038891203703703706
56,0.04906526951058201
58,0.03628906840513983
59,0.04291484788359788
62,0.47621803350970016
63,0.06111028439153439
65,0.12540812665343914
66,0.04460133928571429
67,0.1495967629335685
68,0.7021816263542454
71,0.13584877044252044
73,0.3893554894179894
74,0.27936497832157553
78,0.20521937003968255
81,0.13351603835978837
82,0.08332510058421516
83,0.0238101779963193
84,0.24613336970899471
85,0.3613049492945326
89,0.1828213104686319
91,0.24253811813186812
92,0.19286807327097505
95,0.03183621031746032
96,0.21880482528659614
97,0.15912334656084656
99,0.044223379629629626
101,0.06130294942050894
102,0.13097767857142859
104,0.10507262731481481
110,0.04623994157848325
111,0.040845479221781306
112,0.4873278976521164
114,0.028309093915343912
115,0.17918456602499155
119,0.4035745701058201
122,0.0329896133958634
125,0.1330562678062678
126,0.3632286438223938
128,0.5925708415076393
130,0.11003054728835979
131,0.05273589065255732
132,0.009663194444444445
133,0.0032205191798941797
134,0.092817604094778
140,0.3365698550485009
142,0.10245807705026455
144,0.4700047252190807
147,0.32571602182539683
153,0.6889050327395915
155,0.17280828373015872
163,0.233979180955647
167,0.5380298828881146
168,0.18333126653439152
172,0.05773396164021164
174,0.08078562570861678
179,0.29559150132275136
181,0.03739550264550265
